Date,Quarterly_GDP,BID_Quarter-Year,BID_quarter,BID_year,BID_roe,BID_roa,BID_bookValuePerShare,BID_interestMargin,BID_badDebtPercentage,BID_provisionOnBadDebt,BID_equityOnTotalAsset,BID_equityOnLoan,BID_assetOnEquity,BID_postTaxOnToi,BID_loanOnEarnAsset,BID_loanOnAsset,BID_badDebtOnAsset,BID_payableOnEquity,BID_cancelDebt,BID_bookValuePerShareChange,BID_creditGrowth,BID_Quarterly_GDP,MBB_Quarter-Year,MBB_quarter,MBB_year,MBB_roe,MBB_roa,MBB_bookValuePerShare,MBB_interestMargin,MBB_badDebtPercentage,MBB_provisionOnBadDebt,MBB_equityOnTotalAsset,MBB_equityOnLoan,MBB_assetOnEquity,MBB_postTaxOnToi,MBB_loanOnEarnAsset,MBB_loanOnAsset,MBB_badDebtOnAsset,MBB_payableOnEquity,MBB_cancelDebt,MBB_bookValuePerShareChange,MBB_creditGrowth,MBB_Quarterly_GDP,VCB_Quarter-Year,VCB_quarter,VCB_year,VCB_roe,VCB_roa,VCB_bookValuePerShare,VCB_interestMargin,VCB_badDebtPercentage,VCB_provisionOnBadDebt,VCB_equityOnTotalAsset,VCB_equityOnLoan,VCB_assetOnEquity,VCB_postTaxOnToi,VCB_loanOnEarnAsset,VCB_loanOnAsset,VCB_badDebtOnAsset,VCB_payableOnEquity,VCB_cancelDebt,VCB_bookValuePerShareChange,VCB_creditGrowth,VCB_Quarterly_GDP,TCB_Quarter-Year,TCB_quarter,TCB_year,TCB_roe,TCB_roa,TCB_bookValuePerShare,TCB_interestMargin,TCB_badDebtPercentage,TCB_provisionOnBadDebt,TCB_equityOnTotalAsset,TCB_equityOnLoan,TCB_assetOnEquity,TCB_postTaxOnToi,TCB_loanOnEarnAsset,TCB_loanOnAsset,TCB_badDebtOnAsset,TCB_payableOnEquity,TCB_cancelDebt,TCB_bookValuePerShareChange,TCB_creditGrowth,TCB_Quarterly_GDP
2007-09-30,454809.75,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2007-12-31,454809.75,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2008-03-31,582390.5365,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2008-06-30,582390.5365,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2008-09-30,582390.5365,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2008-12-31,582390.5365,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2009-03-31,622836.125,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2009-06-30,622836.125,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2009-09-30,622836.125,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2009-12-31,622836.125,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2010-03-31,864806.8925,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2010-06-30,864806.8925,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2010-09-30,864806.8925,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2010-12-31,864806.8925,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2011-03-31,1013995.914,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2011-06-30,1013995.914,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2011-09-30,1013995.914,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2011-12-31,1013995.914,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2012-03-31,1149095.13425,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2012-06-30,1149095.13425,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2012-09-30,1149095.13425,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2012-12-31,1149095.13425,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2013-03-31,1255539.2685,Q1-2013,Q1,2013,0.111,0.007,6876,0.031,0.028,0.708,0.057,0.08,17.6,0.292,0.755,0.71,0.02,16.6,0.017,0.028,0.144,1255539.2685,Q1-2013,Q1,2013,0.166,0.014,3732,0.045,0.024,0.954,0.083,0.191,12.1,0.34,0.462,0.432,0.01,11.0,0.026,0.096,0.201,1255539.2685,Q1-2013,Q1,2013,0.099,0.011,11454,0.027,0.032,0.781,0.101,0.178,9.9,0.31,0.597,0.569,0.018,8.9,0.014,0.003,0.149,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2013-06-30,1255539.2685,Q2-2013,Q2,2013,0.134,0.007,6991,0.029,0.027,0.737,0.054,0.077,18.5,0.179,0.744,0.701,0.019,17.5,0.016,0.017,0.12,1255539.2685,Q2-2013,Q2,2013,0.165,0.014,3816,0.044,0.024,0.788,0.083,0.181,12.1,0.357,0.492,0.458,0.011,11.0,0.025,0.022,0.217,1255539.2685,Q2-2013,Q2,2013,0.102,0.01,10947,0.026,0.028,0.894,0.093,0.171,10.7,0.242,0.567,0.544,0.015,9.7,0.019,-0.044,0.103,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2013-09-30,1255539.2685,Q3-2013,Q3,2013,0.153,0.009,7818,0.029,0.023,0.835,0.059,0.084,17.0,0.265,0.741,0.697,0.016,16.0,0.016,0.118,0.113,1255539.2685,Q3-2013,Q3,2013,0.149,0.013,3961,0.043,0.026,0.878,0.088,0.185,11.4,0.206,0.526,0.475,0.012,10.3,0.03,0.038,0.248,1255539.2685,Q3-2013,Q3,2013,0.098,0.01,11193,0.025,0.03,0.958,0.094,0.166,10.6,0.259,0.597,0.57,0.017,9.6,0.013,0.022,0.103,1255539.2685,Q3-2013,Q3,2013,-0.047,-0.004,3944,0.029,0.059,0.373,0.083,0.198,12.0,0.042,0.488,0.422,0.025,11.0,0.022,0.005,0.141,1255539.2685
2013-12-31,1255539.2685,Q4-2013,Q4,2013,0.137,0.008,7973,0.029,0.019,0.85,0.058,0.082,17.1,0.146,0.759,0.713,0.013,16.1,0.017,0.02,0.15,1255539.2685,Q4-2013,Q4,2013,0.162,0.013,4007,0.037,0.024,0.902,0.084,0.173,11.9,0.305,0.527,0.486,0.012,10.9,0.016,0.011,0.178,1255539.2685,Q4-2013,Q4,2013,0.102,0.01,11614,0.025,0.026,0.897,0.092,0.157,10.9,0.314,0.613,0.587,0.015,9.8,0.009,0.038,0.137,1255539.2685,Q4-2013,Q4,2013,0.047,0.004,3964,0.03,0.037,0.462,0.088,0.198,11.4,0.071,0.509,0.442,0.016,10.4,0.02,0.005,0.029,1255539.2685
2014-03-31,1371527.38425,Q1-2014,Q1,2014,0.145,0.008,8316,0.029,0.02,0.816,0.058,0.084,17.1,0.336,0.743,0.696,0.014,16.1,0.018,0.043,0.155,1371527.38425,Q1-2014,Q1,2014,0.152,0.013,4166,0.036,0.027,0.864,0.086,0.179,11.6,0.347,0.518,0.482,0.013,10.6,0.018,0.04,0.195,1371527.38425,Q1-2014,Q1,2014,0.102,0.01,11852,0.026,0.027,1.034,0.099,0.157,10.1,0.284,0.655,0.626,0.017,9.1,0.009,0.02,0.167,1371527.38425,Q1-2014,Q1,2014,0.055,0.005,4115,0.03,0.046,0.386,0.088,0.201,11.4,0.341,0.502,0.438,0.02,10.4,0.019,0.038,0.05,1371527.38425
2014-06-30,1371527.38425,Q2-2014,Q2,2014,0.131,0.007,8237,0.029,0.025,0.769,0.057,0.083,17.5,0.076,0.733,0.687,0.017,16.5,0.017,-0.009,0.09,1371527.38425,Q2-2014,Q2,2014,0.146,0.012,4302,0.037,0.031,0.622,0.086,0.172,11.6,0.31,0.542,0.501,0.015,10.6,0.02,0.033,0.186,1371527.38425,Q2-2014,Q2,2014,0.108,0.01,11996,0.025,0.031,0.969,0.088,0.152,11.3,0.253,0.608,0.58,0.018,10.3,0.005,0.012,0.231,1371527.38425,Q2-2014,Q2,2014,0.063,0.005,4175,0.031,0.041,0.368,0.086,0.198,11.7,0.139,0.49,0.433,0.018,10.7,0.02,0.015,0.06,1371527.38425
2014-09-30,1371527.38425,Q3-2014,Q3,2014,0.14,0.008,7968,0.029,0.019,0.914,0.054,0.078,18.7,0.323,0.735,0.689,0.013,17.7,0.016,-0.033,0.105,1371527.38425,Q3-2014,Q3,2014,0.147,0.013,4448,0.039,0.031,0.833,0.089,0.182,11.2,0.281,0.533,0.49,0.015,10.2,0.015,0.034,0.142,1371527.38425,Q3-2014,Q3,2014,0.108,0.009,11660,0.024,0.025,1.057,0.082,0.143,12.3,0.258,0.593,0.57,0.014,11.3,0.011,-0.028,0.205,1371527.38425,Q3-2014,Q3,2014,0.07,0.006,4221,0.036,0.03,0.452,0.087,0.207,11.5,0.078,0.471,0.419,0.012,10.5,0.038,0.011,0.022,1371527.38425
2014-12-31,1371527.38425,Q4-2014,Q4,2014,0.151,0.008,8296,0.028,0.019,0.764,0.051,0.075,19.5,0.189,0.726,0.685,0.013,18.5,0.016,0.041,0.14,1371527.38425,Q4-2014,Q4,2014,0.156,0.013,4383,0.037,0.028,0.861,0.083,0.165,12.1,0.273,0.537,0.502,0.014,11.1,0.016,-0.015,0.146,1371527.38425,Q4-2014,Q4,2014,0.105,0.009,11912,0.023,0.023,0.943,0.077,0.137,13.0,0.27,0.588,0.563,0.013,12.0,0.013,0.022,0.179,1371527.38425,Q4-2014,Q4,2014,0.075,0.006,4272,0.039,0.024,0.501,0.085,0.187,11.7,0.093,0.51,0.457,0.011,10.7,0.033,0.012,0.143,1371527.38425
2015-03-31,1405642.67925,Q1-2015,Q1,2015,0.154,0.009,8678,0.029,0.022,0.732,0.053,0.075,19.0,0.353,0.746,0.702,0.016,18.0,0.014,0.046,0.168,1405642.67925,Q1-2015,Q1,2015,0.15,0.013,4536,0.04,0.026,0.838,0.087,0.171,11.5,0.272,0.541,0.507,0.013,10.5,0.024,0.035,0.136,1405642.67925,Q1-2015,Q1,2015,0.103,0.009,11993,0.026,0.027,0.939,0.082,0.134,12.1,0.245,0.641,0.613,0.016,11.1,0.014,0.007,0.185,1405642.67925,Q1-2015,Q1,2015,0.059,0.005,4356,0.041,0.026,0.485,0.085,0.172,11.7,0.119,0.55,0.495,0.013,10.7,0.047,0.02,0.235,1405642.67925
2015-06-30,1405642.67925,Q2-2015,Q2,2015,0.161,0.008,8762,0.027,0.028,0.636,0.049,0.068,20.6,0.112,0.753,0.715,0.02,19.6,0.013,0.01,0.304,1405642.67925,Q2-2015,Q2,2015,0.152,0.013,4702,0.038,0.02,0.801,0.087,0.16,11.5,0.359,0.575,0.542,0.011,10.5,0.022,0.037,0.172,1405642.67925,Q2-2015,Q2,2015,0.107,0.009,12315,0.025,0.025,0.963,0.079,0.134,12.6,0.26,0.615,0.591,0.015,11.6,0.019,0.027,0.165,1405642.67925,Q2-2015,Q2,2015,0.075,0.007,4487,0.044,0.024,0.472,0.091,0.173,11.0,0.229,0.581,0.526,0.013,10.0,0.047,0.03,0.228,1405642.67925
